sequence_id,pseudo_timestamp,sequence_position,spatial_morton_code,sequence_semantics,is_true_time_series,specimen_id,strut_id,unit_cell_i,unit_cell_j,unit_cell_k,unit_cell_edge_idx,midpoint_x_mm,midpoint_y_mm,midpoint_z_mm,ct_relative_local_intensity,ct_defect_score,ct_support_fraction,ct_longest_gap_fraction,ct_severity_layer,near_boundary_one_cell,angle_to_build_z_deg,mean_endpoint_degree,adtk_iqr_low_anomaly,adtk_quantile_low_anomaly,adtk_persist_negative_anomaly,adtk_detector_votes,adtk_consensus_anomaly
edge_29,2000-01-01T00:06:08,368,368,spatial_morton_order_not_time,0,0.5-1,12639,4,2,6,29,21.825321,13.34619,32.491399,0.659515,0.27738,0.064516,0.935484,critical,0,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:07:00,420,420,spatial_morton_order_not_time,0,0.5-1,14999,0,4,7,29,3.517265,22.627681,37.038599,0.852755,0.13802,0.483871,0.354839,watch,1,44.841513,5.0,1,1,0,2,1
edge_29,2000-01-01T00:07:16,436,436,spatial_morton_order_not_time,0,0.5-1,15439,0,6,7,29,3.563943,31.803147,37.013215,0.867208,0.127154,0.612903,0.322581,watch,1,44.841513,5.0,1,1,0,2,1
edge_29,2000-01-01T00:10:11,611,1285,spatial_morton_order_not_time,0,0.5-1,11875,1,8,5,29,8.205844,40.929862,27.816051,0.673308,0.267204,0.064516,0.935484,high,1,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:10:29,629,1353,spatial_morton_order_not_time,0,0.5-1,10027,7,8,4,29,35.736075,40.77718,23.251071,0.841933,0.140913,0.129032,0.870968,watch,1,44.841513,5.0,1,1,1,3,1
edge_29,2000-01-01T00:10:58,658,2066,spatial_morton_order_not_time,0,0.5-1,16907,0,3,8,29,3.490189,18.052659,41.639082,0.865681,0.116207,0.709677,0.129032,supported,1,44.841513,5.5,1,1,0,2,1
edge_29,2000-01-01T00:11:20,680,2176,spatial_morton_order_not_time,0,0.5-1,17163,0,4,8,29,3.513528,22.640392,41.62639,0.836586,0.137596,0.387097,0.290323,watch,1,44.841513,5.5,1,1,0,2,1
edge_29,2000-01-01T00:11:22,682,2178,spatial_morton_order_not_time,0,0.5-1,17419,0,5,8,29,3.536867,27.228125,41.613698,0.861153,0.129603,0.677419,0.16129,watch,1,44.841513,5.5,1,1,0,2,1
edge_29,2000-01-01T00:11:28,688,2192,spatial_morton_order_not_time,0,0.5-1,17675,0,6,8,29,3.560206,31.815858,41.601006,0.832467,0.14128,0.225806,0.451613,watch,1,44.841513,5.5,1,1,1,3,1
edge_29,2000-01-01T00:11:30,690,2194,spatial_morton_order_not_time,0,0.5-1,17931,0,7,8,29,3.583545,36.403591,41.588314,0.870965,0.110499,0.645161,0.16129,supported,1,44.841513,5.5,1,1,0,2,1
edge_29,2000-01-01T00:12:00,720,3072,spatial_morton_order_not_time,0,0.5-1,18187,0,8,8,29,3.606884,40.991324,41.575622,0.860972,0.119306,0.580645,0.16129,supported,1,44.841513,5.5,1,1,0,2,1
edge_30,2000-01-01T00:00:00,0,0,spatial_morton_order_not_time,0,0.5-1,10,0,0,0,30,4.591172,3.035006,4.978955,0.731253,0.21338,0.0,1.0,high,1,45.047697,5.0,1,1,0,2,1
edge_30,2000-01-01T00:03:52,232,232,spatial_morton_order_not_time,0,0.5-1,5066,6,4,2,30,32.203547,21.271389,14.126579,0.779745,0.188918,0.096774,0.903226,moderate,0,45.047697,5.0,1,1,1,3,1
edge_30,2000-01-01T00:05:20,320,320,spatial_morton_order_not_time,0,0.5-1,8170,4,0,4,30,22.92722,2.992537,23.345325,0.742294,0.237152,0.290323,0.709677,high,1,45.047697,5.0,1,1,1,3,1
edge_30,2000-01-01T00:09:38,578,1028,spatial_morton_order_not_time,0,0.5-1,3786,0,8,1,30,4.774146,39.749581,9.46521,0.860006,0.12389,0.129032,0.870968,watch,1,45.047697,5.0,0,1,1,2,1
edge_30,2000-01-01T00:10:11,611,1285,spatial_morton_order_not_time,0,0.5-1,11878,1,8,5,30,9.346947,39.777097,27.820175,0.659776,0.270172,0.0,1.0,high,0,45.047697,5.0,1,1,1,3,1
edge_30,2000-01-01T00:10:29,629,1353,spatial_morton_order_not_time,0,0.5-1,10030,7,8,4,30,36.877178,39.624415,23.255194,0.855596,0.132674,0.129032,0.870968,watch,0,45.047697,5.0,0,1,1,2,1
edge_30,2000-01-01T00:11:39,699,2243,spatial_morton_order_not_time,0,0.5-1,17562,5,5,8,30,27.616715,25.958718,41.63683,0.778014,0.188748,0.129032,0.870968,moderate,1,45.047697,5.5,1,1,0,2,1
edge_31,2000-01-01T00:05:13,313,313,spatial_morton_order_not_time,0,0.5-1,12619,3,2,6,31,20.672549,12.205089,32.493622,0.642873,0.284602,0.0,1.0,critical,0,44.952741,4.5,1,1,1,3,1
edge_31,2000-01-01T00:07:47,467,467,spatial_morton_order_not_time,0,0.5-1,9735,5,7,4,31,29.972215,35.071675,23.262184,0.784038,0.18856,0.16129,0.83871,moderate,0,44.952741,4.5,1,1,1,3,1
edge_31,2000-01-01T00:10:10,610,1284,spatial_morton_order_not_time,0,0.5-1,11851,0,8,5,31,7.053072,39.788761,27.818274,0.684283,0.257499,0.064516,0.935484,high,1,44.952741,4.5,1,1,1,3,1
edge_31,2000-01-01T00:10:22,622,1324,spatial_morton_order_not_time,0,0.5-1,15939,2,8,7,31,16.221096,39.767527,37.001459,0.67719,0.25806,0.0,1.0,high,0,44.952741,4.5,1,1,1,3,1
edge_31,2000-01-01T00:10:26,626,1348,spatial_morton_order_not_time,0,0.5-1,11963,4,8,5,31,25.404068,39.695447,27.833481,0.700158,0.241838,0.032258,0.967742,high,0,44.952741,4.5,1,1,1,3,1
edge_31,2000-01-01T00:10:28,628,1352,spatial_morton_order_not_time,0,0.5-1,10003,6,8,4,31,34.583303,39.636079,23.253293,0.77443,0.181946,0.032258,0.967742,moderate,0,44.952741,4.5,1,1,0,2,1
